orthosyll,syll,ortho_before,ortho_after,nb_usage
niers,nje,qui,"",1
tées,te,bri,"",1
ta,ta,fû,"",1
crer,kRe,an,"",1
se,z°,ly,rez,1
bo,bo,brim,rions,1
pen,p@,"",den,1
jo,Zo,ca,lant,1
tai,tE,lu,re,1
li,li,que,cot,1
pro,pRo,"",po,33
gré,gRe,de,"",1
se,s°,ris,ment,9
bais,bE,ger,"",1
ce,s°,mor,lant,1
vau,vo,ra,dés,1
a,a,"",tro,17
vai,vE,la,"",1
le,l°,fi,rai,3
la,la,gé,ti,1
hour,u,"",rah,1
ris,Ri,hou,"",1
gouf,gu,en,fra,1
voirs,vwaR,la,"",1
ri,Ri,"",baud,1
bot,bo,"",til,2
sa,sa,"",ri,1
pes,pe,ca,"",1
gnac,Nak,co,"",1
liais,ljE,"","",1
te,t°,si,rait,3
ront,R§,cue,"",1
cer,sER,"",clée,1
né,ne,sé,"",2
pui,p8i,é,sées,2
ca,ka,mas,ra,1
ta,ta,pré,"",1
rées,Re,fleu,"",1
ver,vE,ren,rai,1
lais,jE,rouil,"",1
sters,stER,ham,"",1
blons,bl§,fu,"",1
vrons,vR§,li,"",2
pé,pe,o,rions,1
vi,vi,lé,sions,1
la,la,gna,"",1
col,ko,"",lier,1
go,go,ri,don,1
tré,tRe,"",bu,15
dées,de,bor,"",6
prun,pR1,em,teur,1
a,a,"",mours,1
gou,gu,"",mier,1
fais,fe,af,sés,1
mi,mi,na,teurs,1
la,la,é,gués,1
gnons,N§,li,"",1
forts,fOR,con,"",2
ping,piG,nap,"",1
leur,j9R,veil,"",2
lez,le,râ,"",1
li,li,"",qué,10
la,la,ma,die,1
der,de,bra,"",1
tric,tRik,"",trac,1
ju,Zy,"",ment,1
meur,m9R,"",trie,2
ren,R@,fé,ciés,2
dés,de,nu,"",2
ra,Ra,pa,phant,1
tiez,tje,cep,"",1
quais,kE,pli,"",5
ché,Se,po,"",3
créan,kRe,"",ce,1
glis,gli,"",sant,2
dim,dim,si,"",1
lu,ly,ber,"",1
in,5,"",trait,1
tu,ty,cap,ra,1
mon,m§,"",gols,2
ré,Re,"",gnais,1
deau,do,far,"",1
vail,va,ca,lon,1
te,t°,gâ,ront,1
ci,si,li,tor,1
mit,mi,sou,"",1
ré,Re,nu,sie,1
bé,be,li,rées,4
grai,gRE,"",ne,5
li,li,re,sions,1
vi,vi,sur,vais,1
lons,j§,dail,"",1
fées,fe,gref,"",2
me,m°,grom,laient,1
ta,ta,re,pis,6
bil,bi,tour,lons,1
prou,pRu,ap,ve,7
nées,ne,tour,"",9
lis,li,gau,"",1
cos,kOs,ac,te,2
tour,tuR,a,né,1
bées,be,tur,"",2
mins,m5,ga,"",2
miet,mjE,é,tée,1
em,@,"",bri,3
cle,kl°,bou,rais,1
tions,sj§,bu,"",6
la,la,"",que,1
four,fuR,"",neaux,1
trues,tRy,mens,"",1
pê,pE,re,chait,1
ri,Ri,"",tal,1
pas,pa,tré,sées,2
rait,RE,do,"",4
lo,lo,dor,ter,1
hê,E,"",traie,1
ti,ti,ma,saient,1
brupts,bRypt,a,"",2
vains,v5,syl,"",1
ciait,sjE,so,"",2
nais,nE,den,"",1
raient,RE,té,"",4
dit,di,ban,"",1
cre,kR°,can,lats,1
gi,Zi,a,rait,1
clen,kl@,en,chés,2
suif,s8i,"",fés,1
sions,zj§,tu,"",1
chi,Si,re,gnais,1
ci,si,in,sée,1
fi,fi,"",bril,2
pla,pla,"",neur,1
met,mE,pro,taient,2
çait,sE,nan,"",2
tes,zist,exis,"",1
ge,Z°,ri,ras,2
cep,sEp,ac,tées,1
gu,gy,ju,ler,1
dions,dj§,pé,"",2
zon,zo,ga,née,2
ront,R§,ce,"",29
nez,ne,son,"",8
feurs,f9R,bluf,"",1
vi,vi,gra,"",1
guer,ge,pa,"",1
te,t°,plé,rai,1
cent,@s,fluen,"",1
ga,ga,li,ment,1
bat,ba,a,toir,1
li,li,ga,sée,2
tins,t5,mu,"",2
nuan,n8@,"",ça,1
na,na,"",var,2
pi,pi,pal,te,1
gue,g°,lé,rez,1
ce,s°,pla,ra,3
ta,ta,rat,chée,1
ro,Ro,"",main,2
kers,kER,bun,"",1
tial,sjal,ni,"",1
pê,pE,tem,taient,1
pa,pa,po,nax,1
tion,sjo,ven,nel,3
a,a,"",tha,1
ci,si,ra,née,6
if,if,"","",1
dé,de,lu,"",2
fro,fRo,ren,gner,1
tais,tE,sor,"",2
gé,Ze,vé,tons,1
reur,R9R,pa,"",1
hé,e,co,rent,2
ci,si,"",tai,1
pée,pe,flip,"",3
dez,de,chan,"",1
ga,ga,or,ni,44
tou,tu,re,che,3
na,na,ka,"",1
giant,Zj@,lé,"",1
ro,Ro,i,nie,1
li,li,ra,ser,4
li,li,po,ment,2
fi,fi,tra,quais,1
ti,ti,co,ni,2
é,e,"",clip,15
chées,Se,han,"",2
cra,kRa,é,sées,2
na,na,tio,le,2
trô,tRo,con,lait,1
laient,lE,saou,"",1
é,e,"",pris,2
ce,s°,ga,ment,2
sur,sy,su,rai,1
bours,buR,lem,"",1
na,na,bon,"",1
cou,ku,ac,cher,1
ton,to,le,ner,1
ris,Ri,fa,"",1
bro,bRo,"",cher,1
sou,su,"",vînt,1
ma,ma,fri,"",1
tra,tRa,rat,pée,1
tus,ty,fé,"",1
des,dEs,pié,tal,1
fer,fER,"",vent,1
ne,n°,mi,riez,1
sions,sj§,pul,"",6
dis,dis,"",gra,13
de,d°,cé,ras,3
voû,vu,en,ter,1
teurs,t9R,trai,"",1
tak,tak,ba,"",1
re,R°,"",lief,1
mer,mER,o,ta,1
tants,t@,fec,"",1
gnez,Ne,tei,"",2
bu,by,car,ra,3
fer,fER,ef,ves,2
chée,Se,cou,"",5
que,k°,cho,ront,1
la,la,"",voirs,1
ries,Ri,soie,"",1
vât,va,cre,"",1
lé,le,de,"",3
sard,zaR,mu,"",2
dents,d@,vi,"",1
lan,l@,ba,cer,2
co,ko,ja,bins,2
bif,bi,re,fa,1
sa,sa,den,tion,1
cau,ko,"",té,5
dro,dRo,"",guez,1
dou,du,"",tés,1
traî,tRe,en,né,2
qué,ke,par,"",1
froi,fRwa,"",deur,1
ar,aR,"",ceau,1
low,lo,ga,"",1
ge,Z°,ga,ront,2
li,li,câ,ne,4
sex,sek,"",tant,1
fi,fi,peau,né,1
boues,bu,ta,"",1
mo,mo,vo,teurs,1
trai,tRE,"",tais,1
ris,Ri,ma,"",1
re,R°,"",lue,2
é,e,"",tiers,1
lant,j@,bâil,"",3
deur,d9R,par,"",1
men,m@,gle,ta,3
ptè,Op,léo,re,1
ré,Re,cé,mo,9
chies,Si,bran,"",1
bor,bOR,"",dait,1
to,to,cha,lo,1
co,kO,"",trets,1
tos,to,ma,"",1
dril,dRi,qua,lons,1
tail,ta,"",lées,2
pi,pi,you,"",1
en,@,"",rô,17
mu,my,"",soir,1
rieu,Rj2,pé,se,1
pren,pR@,re,drais,1
tein,t5,"",té,1
vo,vo,é,luais,1
en,@,"",triez,1
pié,pje,"",droit,1
po,po,sa,til,1
gis,Zi,rou,saient,1
zait,zE,ga,"",1
tue,ty,pen,"",1
re,R°,"",vou,3
coueur,kw9R,se,"",1
ver,ve,dri,"",1
bles,jabl,paya,"",2
tât,ta,gé,"",1
dol,dOl,"","",1
ran,R@,ga,tis,8
nis,ni,gar,sais,1
mi,mi,ad,rant,1
mu,my,"",let,1
ten,t@,pré,draient,1
de,d°,re,vient,1
meur,m9R,ru,"",1
di,di,"",rait,1
gon,g§,en,cé,2
pée,pe,tam,"",1
te,t°,cou,raient,1
cep,sEp,ré,teur,2
cé,se,pro,dions,1
tra,tRa,en,vés,2
bi,bi,gris,"",1
tier,tje,bot,"",1
co,ko,re,pient,1
tend,t@,pré,"",1
méo,me,ho,pa,4
dis,dis,in,cret,2
mé,me,"",prend,1
quer,ke,sa,"",1
vien,vj5,con,drez,1
ca,ka,pli,tions,6
jou,Zu,a,tés,3
cla,kla,bou,"",3
niers,nje,di,"",2
nais,nE,foui,"",1
blon,bl§,"",dir,1
ve,v°,par,nir,1
rien,Rj5,to,"",7
dais,dE,bon,"",2
tait,tE,sen,"",7
plaid,plEd,"","",1
nas,na,pla,"",1
te,t°,re,nue,3
vol,vOl,ré,tées,3
pié,pje,em,ter,1
cra,kRa,sa,"",3
dron,dR§,chau,"",1
che,S°,han,ment,1
lin,l5,dé,quant,2
geais,ZE,ber,"",2
ba,ba,li,tions,1
mi,mi,"",ta,2
reu,R9,"",beus,1
biers,bje,sor,"",1
lar,la,"",ron,1
pé,pe,su,rieurs,2
na,na,sur,ge,1
te,t°,plan,rais,1
tour,tuR,"",nas,1
ti,ti,mes,quait,1
pren,pR@,"",drais,1
fé,fe,trans,rais,1
tées,te,quin,"",1
syn,s5,"",co,8
si,zi,qui,tion,17
sant,s@,tres,"",1
ga,ga,"",zons,2
de,d°,"",main,3
tis,tis,sa,fit,1
sés,se,pous,"",4
on,§,"",da,1
déo,de,cor,nis,2
sez,ze,cu,"",2
blê,blE,"",mi,1
tuit,t8i,for,"",1
tint,t5,tre,"",1
ca,ka,vo,ble,1
chap,Sap,"",ka,1
fa,fa,af,die,1
cre,kR°,"",vât,1
te,t°,coû,raient,1
pli,pli,ci,ne,2
cis,si,min,sants,2
du,dy,no,leux,1
re,R2,"",tuer,1
mu,my,a,siez,1
tom,t§,"",bant,2
lon,lo,pa,nier,1
cel,sE,en,lu,3
rais,RE,le,"",69
dau,do,lan,"",1
nai,nE,pi,"",1
tais,tE,res,"",1
châs,Sa,en,sait,1
cloua,klu,"",ge,1
teurs,t9R,comp,"",1
hour,u,"",rahs,1
shows,So,"","",1
lé,le,té,co,1
ci,si,con,liants,1
nar,naR,pa,"",1
tâ,ta,"",chait,1
tants,t@,gro,"",1
cu,ky,au,ne,1
to,to,ven,rient,1
ri,Ri,lia,sait,1
ber,bER,hé,gées,1
pla,pla,"",giat,1
fins,f5,con,"",1
ciaient,sjE,mer,"",1
mez,me,li,"",1
ron,Ro,ba,nets,1
ne,n°,ton,riez,1
ra,Ra,jo,tif,1
pa,pa,dé,riée,1
lar,laR,"",moie,3
rie,Ri,char,"",1
reux,R2,né,"",2
blâ,bla,"",maient,1
viez,vje,che,"",1
tel,tE,cons,lées,2
bal,ba,em,leur,1
fil,sfil,ex,tré,1
er,E,"",rez,1
seur,z9R,cui,"",1
ri,Ri,to,sait,1
tron,tR§,pa,"",1
gno,No,i,rons,1
vian,vj@,"",dé,1
ce,s°,re,vrez,1
car,ka,re,re,1
ci,si,"",tait,1
jec,ZEk,ter,tion,1
foué,fwe,ba,"",2
gnais,NE,joi,"",2
ties,ti,nas,"",1
dois,dwa,vau,"",2
cas,ka,tra,sée,1
bé,be,li,rions,2
vo,vo,a,cat,1
cheur,S9R,fi,"",1
men,m@,se,cée,1
fi,fi,dé,lons,1
pi,pi,é,lais,1
flez,fle,tou,"",1
se,z°,pou,riez,1
née,ne,pon,"",6
ci,si,ti,pées,2
mi,mi,to,sée,2
che,S°,ca,rait,1
chif,Si,dé,frait,1
fi,fi,dé,cients,2
for,fOR,"",ce,16
bé,be,im,cil,2
fo,fo,per,rez,1
bo,bo,ca,ter,1
gue,g°,hu,nots,1
fé,fe,ter,ré,1
ferts,fER,of,"",1
ment,m@,re,"",104
bus,by,re,"",1
sas,sa,res,sez,1
cier,sje,pli,"",1
pa,pa,es,çait,1
chai,SE,ju,"",1
ti,ti,no,fiez,1
né,ne,aî,"",2
tue,ty,vê,"",5
vier,vje,jan,"",1
coo,ku,"",lies,1
ton,to,"",ner,1
luée,l8e,pol,"",2
pié,pje,"",tant,1
proues,pRu,"","",1
dres,dRE,a,sai,1
am,@b,"",broi,1
cha,Sa,bran,"",4
cra,kRa,"",qué,1
mu,my,per,tant,2
çant,s@,tan,"",2
te,t°,jet,ra,3
trom,tR§,"",pions,1
tues,ty,fou,"",2
ta,ta,ma,tion,1
be,b2,"",dons,1
dé,de,"",nié,1
tu,ty,frac,rant,1
ma,ma,"",hat,2
sé,ze,o,"",2
ly,li,po,to,2
tents,t@,ni,"",3
ma,ma,phar,cies,1
pant,p@,rom,"",3
lés,je,bouil,"",5
ca,ka,"",hier,1
mi,mi,na,tant,1
rait,RE,ga,"",2
o,o,"",blats,1
vé,ve,che,"",2
sous,sus,"",trai,1
gaie,gE,bé,"",1
sec,sek,"",tion,11
tran,tR@,"",chai,1
ca,ka,co,"",1
cans,kan,ry,"",1
dio,djo,ra,thé,1
ris,Ri,mû,sants,1
dé,de,"",pos,8
bi,bi,ha,ter,2
pe,p°,ci,ras,1
tou,tu,pous,fler,1
pé,pe,nap,"",2
li,li,na,sa,9
cez,se,tra,"",2
pé,pe,"",broc,1
im,5,"",pacts,1
ci,si,sus,tons,1
cé,se,vis,rant,1
vées,ve,ca,"",2
tos,to,men,"",1
gés,Ze,té,"",3
gar,ga,ba,rée,1
ne,En,méen,"",1
ra,Ra,en,geant,1
tre,tR°,en,sols,1
gnar,NaR,poi,dé,1
re,R°,char,tons,1
dio,djo,ra,"",2
rons,R§,da,"",1
zier,zje,ga,"",2
nue,ny,gé,"",2
con,k§,"",tor,6
dît,di,bran,"",1
ciées,sje,so,"",4
pler,ple,peu,"",3
hor,o,"",ri,29
con,k§,mal,tents,1
pil,pi,tam,laient,1
cet,sE,la,"",1
ret,RE,gué,"",1
per,pER,"",ver,16
por,pOR,rem,tai,1
ca,ka,"",sés,1
bits,bi,ha,"",1
fle,fl°,ni,ra,1
a,a,"",dé,3
quât,ka,ti,"",2
dues,dy,pan,"",3
ta,ta,to,le,1
bon,b§,ga,der,1
ti,ti,cer,fiaient,1
vio,vjo,"",lez,1
car,kaR,"",net,1
choir,SwaR,cou,"",1
bé,be,hé,tait,1
tant,t@,fron,"",2
ta,ta,fa,li,4
deurs,d9R,ven,"",2
en,@,"",dê,1
tor,tOR,"",chons,1
ri,Ri,vi,le,1
rées,Re,du,"",4
frus,fRys,"",trât,1
rom,R§,"",pue,2
de,d°,ra,ra,1
ter,te,crê,"",1
lant,j@,douil,"",4
phe,j§f,triom,"",2
fiers,fjER,"","",1
ras,Ra,saie,"",2
pour,puR,"",cent,1
ras,Ra,"",sied,1
déen,de,si,ne,1
te,t°,po,rai,1
ti,ti,tar,ne,1
po,po,pré,sé,3
ca,ka,fur,tion,1
tif,tif,dop,"",1
bip,bip,"","",1
se,z°,ly,rait,2
tée,te,chu,"",2
quées,ke,fus,"",2
cre,kR°,su,rie,1
pec,pEk,sus,tée,1
ra,Ra,ar,ché,3
nal,nal,fer,"",1
cu,ky,cu,"",1
gra,gRa,ag,vez,1
mions,mj§,lu,"",1
ra,Ra,fé,"",8
gueu,g2,dé,lis,1
pros,pROs,"",crits,3
do,do,ken,"",1
tril,tRi,é,lés,1
cué,k8e,va,"",3
abs,ap,"",trai,1
con,k§,"",viais,1
dow,daw,"",ning s,1
hur,yR,"",lants,1
dis,di,roi,sait,1
vi,vi,é,dem,1
se,z°,boi,ries,1
lou,lu,ja,sant,1
go,go,an,lais,2
rons,R§,ble,"",3
ré,Re,chi,"",2
cross,kROs,to,"",1
cis,si,cour,sant,2
trie,tRi,chia,"",2
lies,li,co,"",1
col,kOl,ré,teurs,1
te,t°,poin,ra,1
riz,Ri,"","",1
vées,ve,rê,"",2
ef,e,"",fraie,7
soirs,swaR,pen,"",1
ma,ma,go,chie,1
cla,kla,ac,mée,1
cou,ku,dé,pées,2
fo,fo,"",ré,1
lue,ly,sa,ront,1
go,go,er,tait,1
sexis,sek,ti,tes,1
bor,bOR,su,di,3
tant,t@,bo,"",2
fais,fe,af,sées,1
die,di,gran,"",2
cher,Se,dou,"",1
rées,Re,vo,"",1
rée,Re,fa,"",2
chet,SE,ar,"",1
an,@,"",gus,1
in,i,"",nées,1
ve,v°,co,nant,1
ci,si,cru,fient,1
ka,ka,té,"",1
ca,ka,mé,no,1
quil,ki,res,ler,1
sou,su,"",deurs,1
gler,gle,trin,"",1
lieux,lj2,"","",1
chez,Se,tâ,"",1
co,ko,dra,niens,1
taient,tE,rê,"",1
haus,o,re,sez,1
tez,te,bu,"",2
pa,pa,dis,rût,1
ciés,sje,ma,"",2
ma,ma,"",lai,3
bants,b@,flam,"",1
lants,l@,geo,"",1
sa,sa,"",luât,1
dait,dE,su,"",2
dé,de,"",chan,7
mar,ma,a,rées,1
lées,le,ro,"",3
dé,de,"",cen,9
ta,ta,cep,tions,1
pour,puR,"",prée,2
se,z°,queu,ment,2
lon,l§,al,gée,2
la,la,per,"",1
frau,fRo,"",deur,1
mu,my,si,laient,2
cas,kas,"",treurs,1
quié,kje,in,tais,1
ser,sER,con,vions,1
noya,nwa,"",des,1
se,z°,gri,rie,1
mes,izm,saïs,"",1
flû,fly,"",té,1
pu,pu,"",paz,1
dais,dE,gla,"",1
ti,ti,pra,cien,1
feur,f9R,bouf,"",2
cer,sER,"",tif,1
cour,kuR,"",be,1
gli,gli,né,gea,1
vé,ve,sé,ram,1
mo,mo,pneu,tho,1
rain,R5,ter,"",3
bleau,blo,ta,tin,1
lam,l@,"",pant,1
ner,ne,or,"",1
mi,mi,"",noen,1
ga,ga,"",la,5
for,fOR,ren,çons,1
sis,y,réus,ses,1
é,e,"",pis,5
çât,sa,for,"",3
sies,zi,lou,"",1
jou,Zu,a,tait,1
cra,kRa,ly,"",1
cel,sE,ex,lez,1
com,k§,dé,pres,6
ma,ma,gram,tion,1
de,id,voï,"",1
se,z°,po,rai,10
tées,te,ma,"",2
lus,jy,couil,"",1
nes,nEs,"",to,4
tours,tuR,a,"",1
mé,me,glo,rats,1
tours,tuR,"","",1
pil,pi,tor,lés,1
po,po,si,"",1
diaient,djE,dé,"",1
miée,mje,né,"",2
niées,nje,ma,"",1
té,te,pro,gés,3
pouil,pu,dé,lés,2
pied,pje,che,"",1
thons,t§,py,"",1
na,na,mé,ger,8
quer,ke,bri,"",3
chauf,So,é,fez,1
af,a,"",fu,20
dog,dOg,bull,"",1
fon,f§,en,çais,1
teur,t9R,poin,"",2
ra,Ra,"",jout,1
nons,n§,cli,"",1
vé,ve,ra,"",1
crets,kRE,dis,"",3
ri,Ri,ga,sait,1
car,kaR,"",tha,2
gnées,Ne,pré,"",2
ral,Ra,"",lyes,1
fi,fi,ni,cat,1
co,ko,syn,pée,2
pies,pi,crou,"",4
til,ti,fré,lon,1
em,@,"",pous,8
fui,f8i,"",ra,1
rer,Re,si,"",1
cer,se,ma,"",1
pré,pRE,"",ve,9
cru,kRy,re,tée,1
chis,Si,fran,se,2
mi,mi,hu,liants,1
pi,pi,ci,té,3
gla,gla,"",nées,1
lier,lje,bou,"",1
no,no,mo,"",2
lam,l@,a,bic,1
bou,bu,"",gain,3
nar,naR,"",gua,1
prin,pR5,"",ceps,1
re,R°,no,rai,2
tu,ty,pi,lée,1
exer,Eg,"",ci,2
na,na,ter,ti,1
nal,nal,ré,"",1
cri,kRi,sa,fiée,3
di,dij,sur,men,1
voi,vwa,"",si,4
li,li,"",ront,1
gru,gRy,"",gé,1
tel,tE,in,lo,1
cie,si,cen,"",1
frou,fRu,"",frou,6
chan,S@,é,craient,1
jo,Zo,mi,ter,1
naient,nE,ci,"",3
bie,bi,pho,"",8
ras,Ra,pour,"",1
dront,dR§,ten,"",5
li,li,"",bec,1
chons,S§,mou,"",1
tuant,t8@,pé,"",1
pre,pR°,re,nez,1
mon,m§,sur,ta,1
ti,ti,"",rant,2
bou,bu,"",char,1
fée,fe,coif,"",4
fle,fl°,mor,ra,1
nua,n8a,ter,"",1
cla,kla,é,tait,1
boi,bwa,"",ront,1
fa,fa,cal,tait,1
tant,t@,mi,"",6
fla,fla,"",mand,2
jeep,dZip,"","",1
mops,mOps,roll,"",1
chi,Si,"",hua,2
ras,Ra,ne,"",48
tues,ty,bi,"",1
son,zo,cloi,née,3
lé,le,cé,ri,1
tai,tE,"",sant,1
cu,ky,bous,laient,1
nas,na,car,sier,2
gra,gRa,li,nés,1
bant,b@,tur,"",3
ton,t§,"",ka,1
gnions,N§,trei,"",2
ma,ma,col,tez,1
cro,kRo,"",chues,1
mo,mo,"",raux,2
ni,ni,gar,"",5
tin,t5,mu,"",2
rants,R@,ber,"",1
var,vaR,ba,dais,1
sée,ze,li,"",70
pa,pa,pa,raz,3
chons,S§,pen,"",1
li,li,gou,na,1
ro,Ro,"",dé,1
di,di,mi,fi,1
de,d°,mon,ra,1
tion,sj§,cau,"",2
grin,gR5,"",çait,1
rien,Rj5,voi,"",1
breu,bR9,a,vez,1
en,@,"",trer,1
lo,lo,ga,"",2
pouf,pu,"",fions,1
le,l°,ca,bas,1
brupt,bRypt,a,"",2
nu,ny,vé,sien,1
sies,zi,né,"",1
toi,twa,é,la,1
treuils,tR9j,"","",1
lon,l§,"",geaient,1
fo,fo,"",rée,1
ves,vEs,in,tie,2
pal,pal,"",pi,11
cré,kRe,an,"",2
re,R°,fé,ra,6
quen,k@,fré,tais,1
mou,mu,"",chard,2
usa,za,n,bi,1
lé,le,té,mar,1
li,li,mo,ront,1
ver,vER,re,sa,1
san,z@,pe,tir,1
neurs,n9R,dî,"",1
te,t°,li,ra,2
flot,flO,"",te,8
nets,nE,gnon,"",1
gnants,N@,par,"",1
geant,Z@,gran,"",1
quons,k§,du,"",1
ron,R§,pe,"",4
mu,my,"",fle,2
si,zi,vi,tée,2
gnais,NE,poi,"",1
trui,tR8i,cons,rez,1
ven,v@,"",triè,1
cio,sjo,fi,na,2
en,@,"",flées,3
mi,mi,no,sait,1
don,d§,bran,"",1
lus,ly,ve,"",2
tron,tR§,"",çon,8
nuaient,n8E,ti,"",2
trans,tR@s,"",pon,1
mait,mE,tri,"",1
câ,ka,"",blé,2
ta,ta,oua,"",1
tels,tEl,pas,"",1
çon,so,soup,nons,1
vor,vOR,a,té,2
de,d°,mo,rez,1
se,s°,pis,ment,3
lon,lo,bal,née,2
chard,SaR,po,"",2
as,a,"",sou,44
ex,Ek,"",piant,1
puts,py,ci,"",1
sée,se,cas,"",9
plom,pl§,"",bée,3
som,s§,"",brais,1
sai,se,res,sis,9
leu,l2,"",cé,2
tions,tj§,cou,"",1
rin,R5,se,ga,1
bleau,blo,dou,"",1
par,paR,é,gnons,1
de,d°,san,rie,1
le,l°,é,vions,1
pé,pe,du,"",1
chions,Sj§,clen,"",1
il,zi,dés,lu,3
da,da,dau,"",1
o,o,"",raux,1
pa,pa,"",rées,2
des,des,"",troy,1
pan,p@,ré,dront,1
tocs,tOk,"","",1
te,t°,comp,rons,1
vien,vj5,de,drai,2
mon,m§,a,ce,8
su,sy,"","",2
tra,tRa,"",chées,1
val,val,"",gus,1
sa,za,vi,ger,2
di,di,cré,tées,1
co,ko,dé,dait,1
niens,nj5,mo,"",1
mu,my,si,lées,4
dieu,dj2,bon,se,2
riai,RjE,ma,"",1
dés,de,ri,"",3
ming,miG,"","",1
rê,RE,"",vons,1
ne,n°,chouan,rie,1
mais,mE,cla,"",4
ra,Ra,é,flée,1
non,n§,é,cés,1
min,m5,ja,"",1
hies,i,va,"",2
dis,di,plau,sions,1
ton,t§,pon,"",1
nez,ne,"","",1
gniez,Ne,pa,"",1
gran,gR@,a,dit,1
mi,mi,do,ni,6
tie,ti,blot,"",2
hen,@,pré,dons,1
vas,vas,dé,tées,2
ac,ak,tro,tion,1
li,li,cra,sés,1
ta,ta,es,gnon,1
tais,tE,co,"",5
ko,ko,mus,gee,1
de,d°,sua,rait,1
le,l°,go,ront,2
gor,gOR,ren,ger,1
sche mark,tSmaRk,deut,"",1
se,z°,fu,rions,2
rait,RE,cui,"",1
rais,RE,fre,"",1
ré,Re,ir,duc,1
nor,nOR,"",mal,2
lec,lEk,"",to,1
sie,zi,nai,"",1
tions,sj§,op,"",1
vi,vi,"",gueurs,1
tant,t@,mec,"",2
trée,tRe,vê,"",2
ca,ka,"",gnas,1
te,t°,fron,rie,1
çon,so,fa,na,1
kid,kid,"","",1
per,pER,"",san,2
li,li,bi,sons,3
tas,ta,po,se,1
quaient,kE,sou,"",1
di,di,pré,cants,1
soi,swa,as,ront,1
not,no,me,tez,1
or,OR,"",don,29
clons,kl§,bâ,"",1
ef,ef,"",froi,1
pour,pu,"",raient,1
frit,fRi,of,"",1
lon,j§,teil,"",1
pec,pEk,res,tueu,2
ve,v°,pré,nais,1
ou,u,"",vreurs,1
to,to,"",pons,1
le,l°,chia,rais,1
sais,sE,las,"",2
ca,ka,"",mer,1
non,n§,dé,cé,1
el,e,"",lip,1
tuent,ty,bi,"",1
prun,pR1,em,tât,1
faix,fE,"","",1
pé,pe,"",di,2
gnier,Ne,tai,"",1
pé,pe,"",cheur,2
zom,z§,"",bies,1
bî,bi,a,mer,1
pli,pli,rem,ra,1
naud,no,fi,"",2
fi,fi,graf,tis,1
la,la,é,gueurs,1
ka,kEj,tis,ting,1
ca,ka,"",sant,1
ban,ba,tur,née,2
sez,se,gris,"",1
nouis,nwi,pa,se,2
bar,baR,"",dé,1
ma,ma,for,li,15
ro,RO,fé,ce,1
fi,fi,"",li,1
tuels,t8El,mu,"",1
gu,gy,ré,lés,1
ro,Ro,si,tant,1
daient,dE,bau,"",1
sés,ze,bra,"",2
grip,gRi,a,pées,1
tou,tu,"",bab,1
quant,k@,bé,"",1
chif,Si,dé,fra,1
dons,d§,ci,"",3
pres,pRE,"",soir,1
mé,me,lé,trie,1
deur,d9R,cen,"",1
sout,su,dis,"",1
ra,Ra,"",mées,2
hi,i,tra,raient,1
ge,Z°,chan,rait,2
bâ,ba,"",freurs,1
fon,fo,chif,nées,2
lon,jo,hail,neux,1
mal,ma,"",adroi,4
halls,ol,"","",1
te,t°,main,nu,1
guer,gER,dé,pi,1
ciens,sj5,ma,"",1
de,d°,mer,ment,1
dra,dRa,ten,"",6
ly,li,"",cra,1
si,zi,voi,ner,2
ris,Ri,qui,"",2
bra,bRa,em,sa,1
prun,pR1,em,tées,2
tion,sjo,bi,ner,1
fus,fy,touf,"",1
cheurs,S9R,mar,"",2
lets,lE,te,"",5
vo,vo,dé,rons,1
quet,kE,cli,"",1
chif,Si,dé,fré,1
che,S°,bau,ra,1
tes,tEs,pro,tions,1
lan,l@,bre,"",1
lés,je,dril,"",1
sion,zj§,ro,"",2
ta,ta,"",toueur,1
neys,nE,po,"",1
flant,fl@,suf,"",1
dai,dE,ca,"",1
guées,ge,dra,"",1
câ,ka,"",bla,1
nis,ni,fi,sait,2
ca,ka,"",lus,1
bo,bo,bi,chés,1
ser,se,ras,"",6
fiaient,fjE,dé,"",1
nas,na,ta,"",1
lis,ja,loya,me,1
tait,tE,vê,"",3
ful,fyl,"",gu,10
que,k°,jac,marts,1
ga,ga,"",ger,1
li,li,"",sait,1
maient,mE,ra,"",1
teu,t2,hon,se,1
pro,pRo,"",viet,1
rés,Re,mar,"",5
nait,nE,chi,"",2
de,d°,dau,rie,1
cu,ky,cal,lés,1
mions,mj§,ti,"",1
ci,si,ex,tons,1
mi,mi,si,lors,1
taient,tE,car,"",1
cri,kRi,sa,fier,1
tion,psj§,sorp,"",2
ma,ma,"",ren,2
vi,vi,in,tez,1
ran,R@,"",cis,3
sports,spOR,"",man,1
rie,Ri,quar,"",1
tât,ta,mi,"",1
vais,vE,cri,"",6
ber,bER,"",ça,1
por,pOR,ap,tiez,1
brou,bRu,"",tant,1
nium,njOm,mi,"",3
né,ne,li,"",7
la,la,dé,ça,1
tri,tRi,flé,"",1
ris,Ri,hé,sât,1
ga,ga,ro,tif,2
té,te,quet,"",1
sé,ze,niai,"",2
poin,pw5,ap,taient,1
ta,ta,ti,bac,1
bies,bi,lob,"",1
reil,RE,o,lons,1
re,R°,"",muées,1
laient,jE,cil,"",3
dis,dis,pi,tra,1
do,do,a,rez,1
lin,l5,qui,"",1
ta,ta,at,chants,1
li,li,bi,sée,8
te,t°,fan,rai,1
