ortho,phon,cgram
tranchecaille,tR@Skaj,NOM
tranchelards,tR@S°laR,NOM
tranchent,tR@S,VER
trancher,tR@Se,VER
tranchera,tR@S°Ra,VER
trancherai,tR@S°RE,VER
trancherais,tR@S°RE,VER
trancherait,tR@S°RE,VER
trancheras,tR@S°Ra,VER
trancheront,tR@S°R§,VER
tranches,tR@S,NOM
tranches,tR@S,VER
tranchet,tR@SE,NOM
tranchets,tR@SE,NOM
trancheur,tR@S9R,NOM
trancheuse,tR@S2z,NOM
tranchez,tR@Se,VER
tranchiez,tR@Sje,VER
tranchoir,tR@SwaR,NOM
tranchoirs,tR@SwaR,NOM
tranchons,tR@S§,VER
tranchât,tR@Sa,VER
tranchèrent,tR@SER,VER
tranché,tR@Se,VER
tranché,tR@Se,ADJ
tranchée,tR@Se,VER
tranchée,tR@Se,ADJ
tranchée,tR@Se,NOM
tranchée-abri,tR@SeabRi,NOM
tranchées,tR@Se,VER
tranchées,tR@Se,ADJ
tranchées,tR@Se,NOM
tranchées-abris,tR@SeabRi,NOM
tranchés,tR@Se,VER
tranchés,tR@Se,ADJ
tranquille,tR@kil,ADJ
tranquille,tR@kil,NOM
tranquillement,tR@kil°m@,ADV
tranquilles,tR@kil,ADJ
tranquillisa,tR@kiliza,VER
tranquillisai,tR@kilizE,VER
tranquillisaient,tR@kilizE,VER
tranquillisait,tR@kilizE,VER
tranquillisant,tR@kiliz@,ADJ
tranquillisant,tR@kiliz@,NOM
tranquillisant,tR@kiliz@,VER
tranquillisante,tR@kiliz@t,ADJ
tranquillisantes,tR@kiliz@t,ADJ
tranquillisants,tR@kiliz@,ADJ
tranquillisants,tR@kiliz@,NOM
tranquillise,tR@kiliz,VER
tranquillisent,tR@kiliz,VER
tranquilliser,tR@kilize,VER
tranquillisera,tR@kiliz°Ra,VER
tranquilliserait,tR@kiliz°RE,VER
tranquillises,tR@kiliz,VER
tranquillisez,tR@kilize,VER
tranquillisé,tR@kilize,VER
tranquillisée,tR@kilize,VER
tranquillisés,tR@kilize,VER
tranquillité,tR@kilite,NOM
tranquillités,tR@kilite,NOM
tranquillos,tR@kilos,ADV
trans,tR@s,ADJ
trans,tR@s,ADV
transaction,tR@zaksj§,NOM
transactionnelle,tR@zaksjonEl,ADJ
transactions,tR@zaksj§,NOM
transafricain,tR@zafRik5,ADJ
transalpines,tR@zalpin,ADJ
transamazonienne,tR@zamazonjEn,ADJ
transaminase,tR@zaminaz,NOM
transaminases,tR@zaminaz,NOM
transat,tR@zat,NOM
transatlantique,tR@zatl@tik,ADJ
transatlantique,tR@zatl@tik,NOM
transatlantiques,tR@zatl@tik,ADJ
transatlantiques,tR@zatl@tik,NOM
transats,tR@zat,NOM
transbahutaient,tR@sbaytE,VER
transbahutant,tR@sbayt@,VER
transbahute,tR@sbayt,VER
transbahutent,tR@sbayt,VER
transbahuter,tR@sbayte,VER
transbahutez,tR@sbayte,VER
transbahuté,tR@sbayte,VER
transbahutée,tR@sbayte,VER
transbahutés,tR@sbayte,VER
transbordement,tR@sbORd°m@,NOM
transbordements,tR@sbORd°m@,NOM
transborder,tR@sbORde,VER
transbordeur,tR@sbORd9R,NOM
transbordé,tR@sbORde,VER
transcanadienne,tR@skanadjEn,ADJ
transcaspien,tR@skaspj5,ADJ
transcendance,tR@s@d@s,NOM
transcendant,tR@s@d@,ADJ
transcendant,tR@s@d@,VER
transcendantal,tR@s@d@tal,ADJ
transcendantale,tR@s@d@tal,ADJ
transcendantales,tR@s@d@tal,ADJ
transcendantalistes,tR@s@d@talist,NOM
transcendante,tR@s@d@t,ADJ
transcendantes,tR@s@d@t,ADJ
transcendants,tR@s@d@,ADJ
transcende,tR@s@d,VER
transcendent,tR@s@d,VER
transcender,tR@s@de,VER
transcendons,tR@s@d§,VER
transcendé,tR@s@de,VER
transcendée,tR@s@de,VER
transcontinental,tR@sk§tin@tal,ADJ
transcontinentale,tR@sk§tin@tal,ADJ
transcriptase,tR@skRiptaz,NOM
transcripteur,tR@skRipt9R,NOM
transcription,tR@skRipsj§,NOM
transcriptions,tR@skRipsj§,NOM
transcrire,tR@skRiR,VER
transcris,tR@skRi,VER
transcrit,tR@skRi,VER
transcrite,tR@skRit,VER
transcrites,tR@skRit,VER
transcrits,tR@skRi,VER
transcrivaient,tR@skRivE,VER
transcrivais,tR@skRivE,VER
transcrivait,tR@skRivE,VER
transcrivant,tR@skRiv@,VER
transcrive,tR@skRiv,VER
transcrivez,tR@skRive,VER
transcrivis,tR@skRivi,VER
transcrivit,tR@skRivi,VER
transcutané,tR@skytane,ADJ
transdermique,tR@sdERmik,ADJ
transducteur,tR@sdykt9R,NOM
transducteurs,tR@sdykt9R,NOM
transduction,tR@sdyksj§,NOM
transe,tR@s,NOM
transept,tR@sEpt,NOM
transepts,tR@sEpt,NOM
transes,tR@s,NOM
transfert,tR@sfER,NOM
transferts,tR@sfER,NOM
transfigura,tR@sfigyRa,VER
transfiguraient,tR@sfigyRE,VER
transfigurait,tR@sfigyRE,VER
transfigurant,tR@sfigyR@,VER
transfiguration,tR@sfigyRasj§,NOM
transfigurations,tR@sfigyRasj§,NOM
transfiguratrice,tR@sfigyRatRis,NOM
transfigure,tR@sfigyR,VER
transfigurent,tR@sfigyR,VER
transfigurer,tR@sfigyRe,VER
transfigurerait,tR@sfigyR°RE,VER
transfigurez,tR@sfigyRe,VER
transfiguré,tR@sfigyRe,VER
transfigurée,tR@sfigyRe,VER
transfigurées,tR@sfigyRe,VER
transfigurés,tR@sfigyRe,VER
transfilaient,tR@sfilE,VER
transfilée,tR@sfile,VER
transfo,tR@sfo,NOM
transforma,tR@sfORma,VER
transformable,tR@sfORmabl,ADJ
transformai,tR@sfORmE,VER
transformaient,tR@sfORmE,VER
transformais,tR@sfORmE,VER
transformait,tR@sfORmE,VER
transformant,tR@sfORm@,ADJ
transformant,tR@sfORm@,VER
transformas,tR@sfORma,VER
transformateur,tR@sfORmat9R,ADJ
transformateur,tR@sfORmat9R,NOM
transformateurs,tR@sfORmat9R,ADJ
transformateurs,tR@sfORmat9R,NOM
transformation,tR@sfORmasj§,NOM
transformations,tR@sfORmasj§,NOM
transformatrice,tR@sfORmatRis,ADJ
transforme,tR@sfORm,VER
transforment,tR@sfORm,VER
transformer,tR@sfORme,VER
transformera,tR@sfORm°Ra,VER
transformerai,tR@sfORm°RE,VER
transformeraient,tR@sfORm°RE,VER
transformerais,tR@sfORm°RE,VER
transformerait,tR@sfORm°RE,VER
transformeras,tR@sfORm°Ra,VER
transformeriez,tR@sfORm°Rje,VER
transformerons,tR@sfORm°R§,VER
transformeront,tR@sfORm°R§,VER
transformes,tR@sfORm,VER
transformez,tR@sfORme,VER
transformiez,tR@sfORmje,VER
transformiste,tR@sfORmist,ADJ
transformiste,tR@sfORmist,NOM
transformons,tR@sfORm§,VER
transformât,tR@sfORma,VER
transformèrent,tR@sfORmER,VER
transformé,tR@sfORme,VER
transformé,tR@sfORme,ADJ
transformée,tR@sfORme,VER
transformée,tR@sfORme,ADJ
transformées,tR@sfORme,VER
transformés,tR@sfORme,VER
transformés,tR@sfORme,ADJ
transfos,tR@sfo,NOM
transfuge,tR@sfyZ,NOM
transfuges,tR@sfyZ,NOM
transfusait,tR@sfyzE,VER
transfuse,tR@sfyz,VER
transfuser,tR@sfyze,VER
transfuseur,tR@sfyz9R,NOM
transfusion,tR@sfyzj§,NOM
transfusions,tR@sfyzj§,NOM
transfusé,tR@sfyze,VER
transfusé,tR@sfyze,ADJ
transfusée,tR@sfyze,NOM
transfusés,tR@sfyze,VER
transfère,tR@sfER,VER
transfèrement,tR@sfER°m@,NOM
transfèrements,tR@sfER°m@,NOM
transfèrent,tR@sfER,VER
transféra,tR@sfeRa,VER
transférable,tR@sfeRabl,ADJ
transféraient,tR@sfeRE,VER
transférais,tR@sfeRE,VER
transférait,tR@sfeRE,VER
transférant,tR@sfeR@,VER
transférer,tR@sfeRe,VER
transférera,tR@sfeR°Ra,VER
transférerai,tR@sfeR°RE,VER
transférerait,tR@sfeR°RE,VER
transféreras,tR@sfeR°Ra,VER
transférerez,tR@sfeR°Re,VER
transférerons,tR@sfeR°R§,VER
transféreront,tR@sfeR°R§,VER
transférez,tR@sfeRe,VER
transfériez,tR@sfeRje,VER
transférons,tR@sfeR§,VER
transférâmes,tR@sfeRam,VER
transférèrent,tR@sfeRER,VER
transféré,tR@sfeRe,VER
transférée,tR@sfeRe,VER
transférées,tR@sfeRe,VER
transférés,tR@sfeRe,VER
transgressait,tR@sgREsE,VER
transgresse,tR@sgREs,VER
transgressent,tR@sgREs,VER
transgresser,tR@sgRese,VER
transgresseur,tR@sgRes9R,NOM
transgressez,tR@zgREse,VER
transgression,tR@sgREsj§,NOM
transgressions,tR@sgREsj§,NOM
transgressons,tR@sgREs§,VER
transgressé,tR@sgRese,VER
transgressée,tR@sgRese,VER
transgressées,tR@sgRese,VER
transgénique,tR@zZenik,ADJ
transgéniques,tR@zZenik,ADJ
transhistorique,tR@sistoRik,ADJ
transhumait,tR@zymE,VER
transhumance,tR@zym@s,NOM
transhumances,tR@zym@s,NOM
transhumant,tR@zym@,ADJ
transhumantes,tR@zym@t,ADJ
transhumants,tR@zym@,ADJ
transhumés,tR@zyme,VER
transi,tR@zi,ADJ
transi,tR@zi,VER
transie,tR@zi,ADJ
transie,tR@zi,VER
transies,tR@zi,ADJ
transies,tR@zi,VER
transige,tR@ziZ,VER
transigeait,tR@ziZE,VER
transigeant,tR@ziZ@,VER
transigent,tR@ziZ,VER
transigeons,tR@ziZ§,VER
transiger,tR@ziZe,VER
transigera,tR@ziZ°Ra,VER
transigerai,tR@ziZ°RE,VER
transigé,tR@ziZe,VER
transillumination,tR@zilyminasj§,NOM
transir,tR@ziR,VER
transis,tR@zi,ADJ
transis,tR@zi,VER
transistor,tR@zistOR,NOM
transistorisées,tR@zistoRize,ADJ
transistorisés,tR@zistoRize,VER
transistorisés,tR@zistoRize,ADJ
transistors,tR@zistOR,NOM
transit,tR@zi,VER
transit,tR@zit,ADJ
transit,tR@zit,NOM
transitaient,tR@zitE,VER
transitaire,tR@zitER,ADJ
transitaires,tR@zitER,ADJ
transitaires,tR@zitER,NOM
transitais,tR@zitE,VER
transitait,tR@zitE,VER
transitant,tR@zit@,VER
transite,tR@zit,VER
transitent,tR@zit,VER
transiter,tR@zite,VER
transitif,tR@zitif,ADJ
transitifs,tR@zitif,ADJ
transition,tR@zisj§,NOM
transitionnel,tR@zisjonEl,ADJ
transitionnelle,tR@zisjOnEl,ADJ
transitions,tR@zisj§,NOM
transitoire,tR@zitwaR,ADJ
transitoirement,tR@zitwaR°m@,ADV
transitoires,tR@zitwaR,ADJ
transits,tR@zit,NOM
transité,tR@zite,VER
translater,tR@slate,VER
translates,tR@slat,VER
translation,tR@slasj§,NOM
translations,tR@slasj§,NOM
translocation,tR@slOkasj§,NOM
translucide,tR@slysid,ADJ
translucides,tR@slysid,ADJ
translucidité,tR@slysidite,NOM
transmet,tR@smE,VER
transmets,tR@smE,VER
transmettaient,tR@smEtE,VER
transmettais,tR@smEtE,VER
transmettait,tR@smEtE,VER
transmettant,tR@smEt@,VER
transmette,tR@smEt,VER
transmettent,tR@smEt,VER
transmetteur,tR@smEt9R,NOM
transmetteurs,tR@smEt9R,NOM
transmettez,tR@smEte,VER
transmettions,tR@smEtj§,VER
transmettons,tR@smEt§,VER
transmettra,tR@smEtRa,VER
transmettrai,tR@smEtRE,VER
transmettrait,tR@smEtRE,VER
transmettras,tR@smEtRa,VER
transmettre,tR@smEtR,VER
transmettrez,tR@smEtRe,VER
transmettrons,tR@smEtR§,VER
transmettront,tR@smEtR§,VER
transmigrait,tR@smigRE,VER
transmigration,tR@smigRasj§,NOM
transmigrent,tR@smigR,VER
transmirent,tR@smiR,VER
transmis,tR@smi,VER
transmis,tR@smi,ADJ
transmise,tR@smiz,VER
transmise,tR@smiz,ADJ
transmises,tR@smiz,VER
transmises,tR@smiz,ADJ
transmissible,tR@smisibl,ADJ
transmissibles,tR@smisibl,ADJ
transmission,tR@smisj§,NOM
transmissions,tR@smisj§,NOM
transmit,tR@smi,VER
transmuait,tR@sm8E,VER
transmuer,tR@sm8e,VER
transmutait,tR@smytE,VER
transmutant,tR@smyt@,VER
transmutation,tR@smytasj§,NOM
transmutations,tR@smytasj§,NOM
transmute,tR@smyt,VER
transmutent,tR@smyt,VER
transmuter,tR@smyte,VER
transmuté,tR@smyte,VER
transmué,tR@sm8e,VER
transmuée,tR@sm8e,VER
transmuées,tR@sm8e,VER
transmués,tR@sm8e,VER
transnational,tR@snasjOnal,ADJ
transnationaux,tR@snasjOno,ADJ
transocéanique,tR@zOseanik,ADJ
transocéaniques,tR@soseanik,ADJ
transparaissaient,tR@spaREsE,VER
transparaissait,tR@spaREsE,VER
transparaisse,tR@spaREs,VER
transparaissent,tR@spaREs,VER
transparaît,tR@spaRE,VER
transparaître,tR@spaREtR,VER
transparence,tR@spaR@s,NOM
transparences,tR@spaR@s,NOM
transparent,tR@spaR@,ADJ
transparent,tR@spaR@,NOM
transparente,tR@spaR@t,ADJ
transparentes,tR@spaR@t,ADJ
transparents,tR@spaR@,ADJ
transparents,tR@spaR@,NOM
transperce,tR@spERs,VER
transpercent,tR@spERs,VER
transpercer,tR@spERse,VER
transpercerai,tR@spERs°RE,VER
transpercerait,tR@spERs°RE,VER
transpercez,tR@spERse,VER
transpercèrent,tR@spERsER,VER
transpercé,tR@spERse,VER
transpercée,tR@spERse,VER
transpercées,tR@spERse,VER
transpercés,tR@spERse,VER
transperça,tR@spERsa,VER
transperçaient,tR@spERsE,VER
transperçait,tR@spERsE,VER
transperçant,tR@spERs@,VER
transpira,tR@spiRa,VER
transpiraient,tR@spiRE,VER
transpirais,tR@spiRE,VER
transpirait,tR@spiRE,VER
transpirant,tR@spiR@,ADJ
transpirant,tR@spiR@,VER
transpirante,tR@spiR@t,ADJ
transpirants,tR@spiR@,ADJ
transpiration,tR@spiRasj§,NOM
transpire,tR@spiR,VER
transpirent,tR@spiR,VER
transpirer,tR@spiRe,VER
transpirera,tR@spiR°Ra,VER
transpirerait,tR@spiR°RE,VER
transpires,tR@spiR,VER
transpirez,tR@spiRe,VER
transpiré,tR@spiRe,VER
transplantable,tR@spl@tabl,ADJ
transplantait,tR@spl@tE,VER
transplantation,tR@spl@tasj§,NOM
transplantations,tR@spl@tasj§,NOM
transplante,tR@spl@t,VER
transplanter,tR@spl@te,VER
transplantons,tR@spl@t§,VER
transplants,tR@spl@,NOM
transplanté,tR@spl@te,VER
transplanté,tR@spl@te,ADJ
transplantée,tR@spl@te,VER
transplantée,tR@spl@te,ADJ
transplantées,tR@spl@te,ADJ
transplantés,tR@spl@te,VER
transplantés,tR@spl@te,ADJ
transpondeur,tR@sp§d9R,NOM
transport,tR@spOR,NOM
transporta,tR@spORta,VER
transportable,tR@spORtabl,ADJ
transportables,tR@spORtabl,ADJ
transportai,tR@spORtE,VER
transportaient,tR@spORtE,VER
transportais,tR@spORtE,VER
transportait,tR@spORtE,VER
transportant,tR@spORt@,VER
transportation,tR@spORtasj§,NOM
transporte,tR@spORt,VER
transportent,tR@spORt,VER
transporter,tR@spORte,VER
transportera,tR@spORt°Ra,VER
transporteraient,tR@spORt°RE,VER
transporterais,tR@spORt°RE,VER
transporterait,tR@spORt°RE,VER
transporterons,tR@spORt°R§,VER
transporteur,tR@spORt9R,ADJ
transporteur,tR@spORt9R,NOM
transporteurs,tR@spORt9R,ADJ
transporteurs,tR@spORt9R,NOM
transporteuse,tR@spORt2z,ADJ
transportez,tR@spORte,VER
transportiez,tR@spORtje,VER
transportions,tR@spORtj§,VER
transportons,tR@spORt§,VER
transports,tR@spOR,NOM
transportâmes,tR@spORtam,VER
transportât,tR@spORta,VER
transportèrent,tR@spORtER,VER
transporté,tR@spORte,VER
transporté,tR@spORte,NOM
transportée,tR@spORte,VER
transportée,tR@spORte,NOM
transportées,tR@spORte,VER
transportées,tR@spORte,NOM
transportés,tR@spORte,VER
transportés,tR@spORte,NOM
transposable,tR@spozabl,ADJ
transposables,tR@spozabl,ADJ
transposaient,tR@spozE,VER
transposait,tR@spozE,VER
transposant,tR@spoz@,VER
transpose,tR@spoz,VER
transposent,tR@spoz,VER
transposer,tR@spoze,VER
transposez,tR@spoze,VER
transposition,tR@spozisj§,NOM
transpositions,tR@spozisj§,NOM
transposon,tR@spoz§,NOM
transposons,tR@spoz§,VER
transposé,tR@spoze,VER
transposée,tR@spoze,VER
transposée,tR@spoze,ADJ
transposés,tR@spoze,VER
transsaharienne,tR@ssaaRjEn,ADJ
transsaharienne,tR@ssaaRjEn,NOM
transsexualisme,tR@seksyalizm,NOM
transsexualité,tR@ssEks8alite,NOM
transsexuel,tR@sseks8El,ADJ
transsexuelle,tR@seksyEl,ADJ
transsexuels,tR@sseks8El,ADJ
transsibérien,tR@ssibeRj5,NOM
transsibérienne,tR@ssibeRjEn,ADJ
transsubstantiation,tR@ssypst@tjasj§,NOM
transsudait,tR@ssydE,VER
transsudant,tR@ssyd@,VER
transsudat,tR@ssyda,NOM
transuranienne,tR@zyRanjEn,ADJ
transvasait,tR@svazE,VER
transvase,tR@svaz,VER
transvaser,tR@svaze,VER
transvasons,tR@svaz§,VER
transvasèrent,tR@svazER,VER
transvasées,tR@svaze,VER
transversal,tR@svERsal,ADJ
transversale,tR@svERsal,ADJ
transversalement,tR@svERsal°m@,ADV
transversales,tR@svERsal,ADJ
transversaux,tR@svERso,ADJ
transverse,tR@svERs,ADJ
transvestisme,tR@svEstism,NOM
transylvain,tR@silv5,ADJ
transylvanienne,tR@silvanjEn,ADJ
trappe,tRap,NOM
trappes,tRap,NOM
trappeur,tRap9R,NOM
trappeurs,tRap9R,NOM
trappiste,tRapist,NOM
trappistes,tRapist,NOM
trappon,tRap§,NOM
trapu,tRapy,ADJ
trapue,tRapy,ADJ
trapues,tRapy,ADJ
trapus,tRapy,ADJ
trapèze,tRapEz,NOM
trapèzes,tRapEz,NOM
trapéziste,tRapezist,NOM
trapézistes,tRapezist,NOM
trapézoïdal,tRapezoidal,ADJ
trapézoïdale,tRapezoidal,ADJ
trapézoïdales,tRapezoidal,ADJ
trapézoïdaux,tRapezoido,ADJ
trapézoïde,tRapezOid,ADJ
traqua,tRaka,VER
traquaient,tRakE,VER
traquais,tRakE,VER
traquait,tRakE,VER
traquant,tRak@,VER
traque,tRak,NOM
traque,tRak,VER
traquenard,tRak°naR,NOM
traquenards,tRak°naR,NOM
traquent,tRak,VER
traquer,tRake,VER
traquera,tRak°Ra,VER
traquerai,tRak°RE,VER
traquerais,tRak°RE,VER
traquerait,tRak°RE,VER
traquerons,tRak°R§,VER
traqueront,tRak°R§,VER
traques,tRak,NOM
traques,tRak,VER
traquet,tRakE,NOM
traquets,tRakE,NOM
traqueur,tRak9R,NOM
traqueurs,tRak9R,NOM
traqueuse,tRak2z,NOM
traquez,tRake,VER
traquiez,tRakje,VER
traquions,tRakj§,VER
traquons,tRak§,VER
traquèrent,tRakER,VER
traqué,tRake,VER
traquée,tRake,VER
traquées,tRake,VER
traqués,tRake,VER
trattoria,tRatoRja,NOM
trattorias,tRatoRja,NOM
trauma,tRoma,NOM
traumas,tRoma,NOM
traumatique,tRomatik,ADJ
traumatiques,tRomatik,ADJ
traumatisant,tRomatiz@,ADJ
traumatisant,tRomatiz@,VER
traumatisante,tRomatiz@t,ADJ
traumatisantes,tRomatiz@t,ADJ
traumatisants,tRomatiz@,ADJ
traumatise,tRomatiz,VER
traumatiser,tRomatize,VER
traumatisme,tRomatizm,NOM
traumatismes,tRomatizm,NOM
traumatisé,tRomatize,VER
traumatisée,tRomatize,VER
traumatisées,tRomatize,VER
traumatisés,tRomatize,VER
traumatologie,tRomatoloZi,NOM
traumatologique,tRomatOlOZik,ADJ
traumatologue,tRomatolOg,NOM
travail,tRavaj,NOM
travailla,tRavaja,VER
travaillai,tRavajE,VER
travaillaient,tRavajE,VER
travaillais,tRavajE,VER
travaillait,tRavajE,VER
travaillant,tRavaj@,VER
travaillassent,tRavajas,VER
travaille,tRavaj,VER
travaillent,tRavaj,VER
travailler,tRavaje,VER
travaillera,tRavaj°Ra,VER
travaillerai,tRavaj°RE,VER
travailleraient,tRavaj°RE,VER
travaillerais,tRavaj°RE,VER
travaillerait,tRavaj°RE,VER
travailleras,tRavaj°Ra,VER
travaillerez,tRavaj°Re,VER
travailleriez,tRavaj°Rje,VER
travaillerions,tRavaj°Rij§,VER
travaillerons,tRavaj°R§,VER
travailleront,tRavaj°R§,VER
travailles,tRavaj,VER
travailleur,tRavaj9R,ADJ
travailleur,tRavaj9R,NOM
travailleurs,tRavaj9R,ADJ
travailleurs,tRavaj9R,NOM
travailleuse,tRavaj2z,ADJ
travailleuse,tRavaj2z,NOM
travailleuses,tRavaj2z,ADJ
travailleuses,tRavaj2z,NOM
travaillez,tRavaje,VER
travailliez,tRavajje,VER
travaillions,tRavajj§,VER
travailliste,tRavajist,ADJ
travailliste,tRavajist,NOM
travaillistes,tRavajist,ADJ
travaillistes,tRavajist,NOM
travaillons,tRavaj§,VER
travaillâmes,tRavajam,VER
travaillât,tRavaja,VER
travaillèrent,tRavajER,VER
travaillé,tRavaje,VER
travaillé,tRavaje,ADJ
travaillée,tRavaje,VER
travaillée,tRavaje,ADJ
travaillées,tRavaje,VER
travaillées,tRavaje,ADJ
travaillés,tRavaje,VER
travaillés,tRavaje,ADJ
travaux,tRavo,NOM
trave,tRav,NOM
traveller,tRav°l9R,NOM
traveller's chèques,tRav°l9RsSEk,NOM
travellers,tRav2lERs,NOM
travelling,tRav°liG,NOM
travellings,tRav°liG,NOM
travelo,tRav°lo,NOM
travelos,tRav°lo,NOM
travers,tRavER,NOM
traversa,tRavERsa,VER
traversable,tRavERsabl,ADJ
traversables,tRavERsabl,ADJ
traversai,tRavERsE,VER
traversaient,tRavERsE,VER
traversais,tRavERsE,VER
traversait,tRavERsE,VER
traversant,tRavERs@,ADJ
traversant,tRavERs@,VER
traverse,tRavERs,NOM
traverse,tRavERs,VER
traversent,tRavERs,VER
traverser,tRavERse,VER
traversera,tRavERs°Ra,VER
traverserai,tRavERs°RE,VER
traverseraient,tRavERs°RE,VER
traverserais,tRavERs°RE,VER
traverserait,tRavERs°RE,VER
traverseras,tRavERs°Ra,VER
traverserez,tRavERs°Re,VER
traverserons,tRavERs°R§,VER
traverseront,tRavERs°R§,VER
traverses,tRavERs,NOM
traverses,tRavERs,VER
traversez,tRavERse,VER
traversier,tRavERsje,ADJ
traversier,tRavERsje,NOM
traversiez,tRavERsje,VER
traversin,tRavERs5,NOM
traversine,tRavERsin,NOM
traversins,tRavERs5,NOM
traversions,tRavERsj§,VER
traversière,tRavERsjER,ADJ
traversières,tRavERsjER,ADJ
traversons,tRavERs§,VER
traversâmes,tRavERsam,VER
traversèrent,tRavERsER,VER
traversé,tRavERse,VER
traversé,tRavERse,ADJ
traversée,tRavERse,VER
traversée,tRavERse,NOM
traversées,tRavERse,VER
traversées,tRavERse,NOM
traversés,tRavERse,VER
traversés,tRavERse,ADJ
travertin,tRavERt5,NOM
travesti,tRavEsti,ADJ
travesti,tRavEsti,NOM
travesti,tRavEsti,VER
travestie,tRavEsti,ADJ
travestie,tRavEsti,VER
travesties,tRavEsti,VER
travestir,tRavEstiR,VER
travestis,tRavEsti,ADJ
travestis,tRavEsti,NOM
travestis,tRavEsti,VER
travestisme,tRavEstizm,NOM
travestissais,tRavEstisE,VER
travestissant,tRavEstis@,VER
travestissement,tRavEstis°m@,NOM
travestissements,tRavEstis°m@,NOM
travestissez,tRavEstise,VER
travestit,tRavEsti,VER
travois,tRavwa,NOM
travée,tRave,NOM
travées,tRave,NOM
trax,tRaks,NOM
trayait,tREjE,VER
trayant,tREj@,VER
trayeuse,tREj2z,NOM
trayeuses,tREj2z,NOM
trayon,tREj§,NOM
trayons,tREj§,NOM
traça,tRasa,VER
traçabilité,tRasabilite,NOM
traçage,tRasaZ,NOM
traçai,tRasE,VER
traçaient,tRasE,VER
traçais,tRasE,VER
traçait,tRasE,VER
traçant,tRas@,VER
traçante,tRas@t,ADJ
traçantes,tRas@t,ADJ
traçons,tRas§,VER
traçât,tRasa,VER
traîna,tREna,VER
traînage,tREnaZ,NOM
traînai,tREnE,VER
traînaient,tREnE,VER
traînaillait,tREnajE,VER
traînaillant,tREnaj@,VER
traînaille,tREnaj,VER
traînailler,tREnaje,VER
traînaillons,tREnaj§,VER
traînaillé,tREnaje,VER
traînais,tREnE,VER
traînait,tREnE,VER
traînant,tREn@,ADJ
traînant,tREn@,VER
traînante,tREn@t,ADJ
traînantes,tREn@t,ADJ
traînants,tREn@,ADJ
traînard,tREnaR,ADJ
traînard,tREnaR,NOM
traînarde,tREnaRd,ADJ
traînarde,tREnaRd,NOM
traînards,tREnaR,ADJ
traînards,tREnaR,NOM
traînassaient,tREnasE,VER
traînassais,tREnasE,VER
traînassait,tREnasE,VER
traînassant,tREnas@,VER
traînasse,tREnas,VER
traînassent,tREnas,VER
traînasser,tREnase,VER
traînasserai,tREnas°RE,VER
traînasses,tREnas,VER
traînassez,tREnase,VER
traînassons,tREnas§,VER
traînassé,tREnase,VER
traîne,tREn,NOM
traîne,tREn,VER
traîne-misère,tREnmizER,NOM
traîne-patins,tREnpat5,NOM
traîne-savate,tREnsavat,NOM
traîne-savates,tREnsavat,NOM
traîne-semelle,tREns°mEl,NOM
traîne-semelles,tREns°mEl,NOM
traîneau,tREno,NOM
traîneaux,tREno,NOM
traînement,tREn°m@,NOM
traînent,tREn,VER
traîner,tRene,VER
traînera,tREn°Ra,VER
traînerai,tREn°RE,VER
traîneraient,tREn°RE,VER
traînerais,tREn°RE,VER
traînerait,tREn°RE,VER
traîneras,tREn°Ra,VER
traînerez,tREn°Re,VER
traînerons,tREn°R§,VER
traîneront,tREn°R§,VER
traînes,tREn,NOM
traînes,tREn,VER
traîneur,tREn9R,NOM
traîneurs,tREn9R,NOM
traîneuses,tREn2z,NOM
traîneuses,tREn2z,NOM
traînez,tREne,VER
traînier,tREnje,NOM
traîniez,tREnje,VER
traînions,tREnj§,VER
traînons,tREn§,VER
traînâmes,tREnam,VER
traînât,tREna,VER
traînèrent,tREnER,VER
traîné,tRene,VER
traînée,tRene,VER
traînée,tRene,ADJ
traînée,tRene,NOM
traînées,tRene,VER
traînées,tRene,ADJ
traînées,tRene,NOM
traînés,tRene,VER
traître,tREtR,ADJ
traître,tREtR,NOM
traîtres,tREtR,ADJ
traîtres,tREtR,NOM
traîtresse,tREtREs,ADJ
traîtresse,tREtREs,NOM
traîtresses,tREtREs,ADJ
traîtresses,tREtREs,NOM
traîtreusement,tREtR2z°m@,ADV
traîtrise,tRetRiz,NOM
traîtrises,tRetRiz,NOM
trecento,tRetSEnto,NOM
treillage,tREjaZ,NOM
treillages,tREjaZ,NOM
treillard,tREjaR,NOM
treille,tREj,NOM
treilles,tREj,NOM
treillis,tReji,NOM
treillissé,tREjise,VER
treillissée,tREjise,VER
treizaine,tREzEn,NOM
treize,tREz,ADJ:num
treizième,tREzjEm,ADJ
treizième,tREzjEm,NOM
trek,tREk,NOM
trekkeur,tREk9R,NOM
trekking,tREkiG,NOM
trembla,tR@bla,VER
tremblai,tR@blE,VER
tremblaient,tR@blE,VER
tremblais,tR@blE,VER
tremblait,tR@blE,VER
tremblant,tR@bl@,ADJ
tremblant,tR@bl@,VER
tremblante,tR@bl@t,ADJ
tremblantes,tR@bl@t,ADJ
tremblants,tR@bl@,ADJ
tremble,tR@bl,NOM
tremble,tR@bl,VER
tremblement,tR@bl°m@,NOM
tremblements,tR@bl°m@,NOM
tremblent,tR@bl,VER
trembler,tR@ble,VER
tremblera,tR@bl°Ra,VER
tremblerai,tR@bl°RE,VER
